IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
36306-5490;20120202;insucesso;1;1;;;12;;;;1;;1;;1;;1;;1;;;;;;;;4;;1;;;;;;;;;3;;;;;;1;1;;;;2;;;;;;1;;;1;1;1;1;2;;;4;;;;;2;;1;1;;1;1;;;2;;3;;;;2;;;2;1;1;;;;1;1;;1;1;;;;;;9;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;7;1;1;;;4;4;1;;;;;;;;;;;;;96
36328-5061;20120201;insucesso;;;;;32;2;;;5;2;1;;4;1;2;;;;;;;;;;10;;2;1;1;1;2;2;1;;;;;1;;;;1;1;;1;1;12;;;;2;1;;4;1;;;;2;5;4;4;8;2;;;;;;;;;3;2;;2;;1;10;2;;;7;1;;;;;1;;;;;1;;;;3;2;;;28;3;2;1;;1;11;;1;1;3;;3;;;;2;2;5;4;1;;;8;1;;7;1;2;1;;;22;3;1;;1;;9;2;1;3;1;;2;1;1;;1;;;;;;5;2;;;;;;;;;3;2;2;1;;;;;;;305
36331-4917;20120201;SUCESSO;3;2;1;1;51;2;;;2;;2;;9;2;6;2;;;1;1;;;;;13;1;2;;;;2;1;;;;2;2;2;1;1;;6;6;;1;1;10;;;;2;;;;;1;1;1;;3;;;14;3;;;1;1;;;;;7;2;1;;;;27;7;1;;12;3;;1;;;6;2;1;1;;;1;1;3;11;;8;;43;;1;2;;1;10;;1;;4;;2;1;;;;;;;;;;3;;;2;;1;1;1;;11;2;2;;;;5;2;2;1;1;1;1;1;;;;;4;2;2;1;3;1;;1;;2;;2;6;6;31;10;4;7;1;3;3;;1;;450
36347-5799;20130101;insucesso;1;1;;;22;;;;2;;;;2;;1;;;;;;;;;;9;;3;1;;1;2;2;2;;;;;;;;;;;;;;3;;;;;;;;;1;1;1;;;;;2;;;;;;;;;;;;;1;1;;5;;;;1;;;;;;;;;;;1;1;;2;2;1;;;30;1;;;;;7;;;;2;;;;;;;;2;2;2;1;1;6;;;5;;5;3;2;1;5;3;1;1;1;;5;3;1;3;2;;2;2;1;;3;3;1;1;1;;2;;;1;;;;;2;2;;;;3;;2;2;;1;;196
36350-5799;20130101;insucesso;;;;;16;1;1;1;1;1;;;4;2;2;;;;;;;;;;6;;3;1;1;1;1;1;1;;;;;1;;;;;;;;;2;;;;1;1;;;;;;;1;;;;2;;;;;;;;;;1;;;;;;6;4;3;3;2;;;;;;1;;;;;;;;1;;;;;22;;1;2;1;;5;1;1;;2;;1;1;1;1;;;1;1;;;;1;;;1;1;1;;;;1;1;;;1;;1;;;;;;;;;;;;;;;;4;;1;;;;;;;;2;;;3;;;;1;;;133
36352-5489;20120202;insucesso;;;;;11;1;;1;;;;;;;;;;;;;;;;;5;;2;;;;1;1;;;;;;;;;;;;;;;1;;;;;;1;;1;;;;;;;;1;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;1;;;1;;1;;;;;18;;1;1;;;7;1;1;;3;;1;;;;;;;;;;;2;;;2;;1;;;;4;;;;;;2;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;79
36383-5490;20120202;insucesso;;;;;23;;;;2;;1;;;;;;;;;;;;;;9;;3;2;1;;;;;;;;;3;1;;;;;;;;2;;;;;;;;1;;;;;1;1;;7;1;;;;3;;2;1;;1;1;;1;;;5;;;;5;;;1;1;1;1;1;;;;;;;;1;;1;1;17;;;;;;4;;;;2;;1;1;1;;1;1;1;1;1;1;;1;;;1;;1;1;1;;1;;;;;;1;;;1;;;1;;;;;;;;;;3;1;;;2;;;;1;1;17;1;;3;;1;1;;;;157
36383-6401;20130102;SUCESSO;1;1;;;23;2;;;4;;1;;1;;1;;;;;;;;;;3;;2;1;1;;;;;;;;;3;1;1;;;;;;;5;;;;1;;;;;1;1;1;;2;;;15;2;;;;4;;1;;;8;5;1;;;;13;1;;;13;2;;3;1;;7;4;1;;;;;;1;8;;8;;3;;;1;;1;2;;1;;1;;1;1;1;;1;1;1;1;1;;;2;;;2;;2;;;;2;1;;;;;2;1;;;;;;;;;;;1;1;1;;1;;;;;1;;;3;3;13;3;1;5;1;2;2;2;2;;226
36400-5490;20120202;insucesso;1;;1;1;10;;;;;;;;;;;;;;;;;;;;5;;2;1;;;;;;;;;;;;;;;;;;;3;1;1;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;1;;;;3;;;;1;;;;;;;;2;1;1;;;2;1;;1;;1;;;;1;1;1;1;;;1;1;1;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;67
36400-5799;20130101;SUCESSO;1;1;;;33;1;;;2;1;;;4;;2;;1;1;;;;;;;14;;4;2;;2;5;5;3;3;;;;2;1;1;;1;1;;;;2;;;;2;;;;;1;1;1;;;;;5;3;1;1;1;3;2;1;;;1;;;;;;6;;;;4;1;;2;1;;;;;;;;;;;;;;;21;2;;1;;1;5;;;;2;;;;;;;;3;3;3;;;8;;;8;1;6;5;4;2;9;7;3;;5;5;7;6;3;5;5;2;4;4;2;;1;;1;1;1;;;;;;;;;;3;2;2;;;3;;2;2;1;;;291
36413-5489;20120202;SUCESSO;2;1;1;1;22;1;;1;2;;;;1;1;;;;;;;;;;;11;;1;;;1;;;;;;;;2;2;2;;;;;;;2;1;1;1;1;;1;;;1;1;1;;;;;3;2;;;;;;;;;;;;;;;6;1;;;2;1;;;;;;;;;;;;;1;;;;;17;;1;2;;1;2;;1;;;;;;;;;;1;;;;;2;;;1;;1;;;;1;;;;;;1;;;;;;;;;;;;2;1;1;1;1;;;1;;;;;2;2;;;;2;;2;2;;;;126
36430-5489;20120202;insucesso;;;;;6;;;;;;;;;;;;;;;;;;;;3;;3;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;2;;;;1;;;1;;;;;;;;;1;;;;;;;4;;1;1;;1;3;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37
36444-5490;20120202;SUCESSO;1;1;;;40;1;;1;2;1;;;7;1;4;1;1;1;;;1;;;;16;;6;3;3;;;;;;1;2;2;1;;;;;;;;;5;;;;2;;1;;1;1;1;1;;;;;12;7;3;2;2;2;1;1;1;;;;;;;;16;4;1;2;12;7;3;2;1;1;;;;3;3;;;;2;4;;3;;40;;1;5;;4;13;;2;;4;2;4;2;2;;1;1;3;2;2;;;6;;;4;;3;3;2;;5;2;1;;;;4;2;1;3;2;1;2;1;;;1;;1;1;1;;3;3;;;;2;;2;2;2;3;;;3;;2;2;;2;;364
36510-5489;20120202;insucesso;;;;;11;2;1;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;1;1;;;;1;;;;1;;;;;;;;;1;;1;3;1;;;1;;;;;;;;;3;;;3;;;;3;1;;;;;;;;;;1;;;;3;;3;2;12;2;;1;;1;6;;;;3;;2;1;;;;;;;;;4;1;;;1;;1;;;;1;1;;;;;1;1;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;88
36543-5384;20120202;SUCESSO;1;1;;;17;;;;5;2;1;;2;;2;;;;;;;;;;2;;2;;;;;;;;2;;;1;1;1;;1;1;;2;2;8;;;;3;;1;;;;;;;2;;;8;;;;;2;;;;;2;1;1;;;;9;;;;5;;;1;;;1;1;1;;;;;;1;2;;;;4;;;2;;;3;;2;;1;;;;;;;;;;;;;1;;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;1;1;1;;3;;;1;;;;;1;1;;;;1;;1;1;;;;124
36545-5384;20120202;insucesso;3;1;2;2;15;;;;6;;;;1;;;;;;;;;;;;1;;;;;1;1;1;1;;;;;;;;;;;;;;9;1;1;1;;;4;;;1;1;1;;;;;2;;;;;1;;;;;;;;;1;;3;;;;2;;;1;;;;;;1;1;;;;;;;;;12;;;;;;2;;;;2;;1;1;;;;;3;3;1;;;5;;2;3;;1;1;1;;9;1;;;1;;1;1;;1;1;;1;1;;;;;3;1;1;2;2;1;;;;;;;;;;;;;;;;;;;131
36589-6400;20130102;insucesso;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
36589-6895;20130201;insucesso;;;;;4;;;;;;;;1;;;;;;;;1;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;1;;1;;;;;;;1;1;3;;;;1;;;;;;;;;2;1;;;;2;;;;;6;;;1;;;1;;1;;1;;1;;;;;;;;;;;1;;;1;;1;1;;;2;1;;;;;2;1;;1;;;;;;;;;;;;;2;;2;1;1;;;;;;;;;1;;;;;;;53
36615-6895;20130201;insucesso;;;;;19;2;;1;2;;;;4;1;;;;;;;;;;;7;1;4;1;1;;;;;;;;;;;;;;;;;;4;;;;1;;;;2;;;;;;;;2;;;;;;;;;;1;;;;;;7;2;;;2;;;;;;1;;;1;;;1;;;;;;;14;;1;1;;1;6;1;;;2;;2;1;1;;1;1;3;3;3;2;;4;;1;3;;3;2;1;1;3;3;2;1;;;3;3;2;2;2;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;149
36637-5489;20120202;SUCESSO;1;;;;48;14;;2;3;1;;;6;;4;;2;;;;2;;;;15;;4;1;1;;5;5;4;2;;;;2;1;1;;2;2;;;;6;;;;1;;;;;;;;;;;;11;;;;;6;;2;2;2;1;1;;;;1;15;2;;1;8;;;4;;;1;1;;2;;;2;2;1;1;;1;;71;2;1;3;;2;19;;2;;6;1;4;2;2;;1;;2;;;;;10;;1;7;1;6;3;2;1;11;3;1;;2;2;8;2;1;3;1;1;2;1;1;;3;;1;1;;;3;1;;1;;;;;3;3;;;;6;1;3;3;;;;419
36672-5489;20120202;insucesso;;;;;5;1;;;;;;;1;;;;;;;;;;;;2;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;1;;;;1;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;2;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;2;;1;;;;;;;;;;;;;27
36694-5489;20120202;insucesso;;;;;5;;;;;;;;;;;;;;;;;;;;3;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;2;;;;1;;;;;;;;;1;;;1;1;;;;;;5;;;2;;1;5;;1;;2;;1;;;;;;;;;;;1;;;1;;1;1;1;1;1;1;1;1;;;1;1;1;1;1;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;56
36699-4917;20120201;insucesso;;;;;13;;;;;;;;2;;;;;;;;;;;;5;;3;;;;;;;;1;1;;;;;2;1;1;;;;1;;;;;;;;;;;;1;1;;;4;;;;;3;;2;1;;;;;;;;9;;;;4;;;3;2;1;;;;;;;2;1;;2;;2;2;16;1;;2;;1;6;;1;1;3;;1;1;;;;;;;;;;4;;;3;;1;1;1;1;3;;;;;;1;;;1;;;1;;1;1;2;1;;;;;1;;1;;;2;;1;;;;;;5;2;;;;3;3;143
36758-5799;20130101;SUCESSO;1;;1;1;8;1;;;;;;;;;;;;;;;;;;;3;;1;1;1;;;;;;;;;;;;;;;;;;3;1;1;1;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;10;;1;;;;7;;;;5;;3;3;3;;;;;;;;;2;;1;1;1;;;;;2;1;;;;;2;;;;;;;;;;;;1;;;1;;;;;;;;;2;2;;;;2;;2;2;;;;84
36787-6401;20130102;SUCESSO;1;;1;1;26;1;;;6;2;;;3;;3;;3;1;;;;;;;10;;2;;;;;;;;;;;1;1;1;;;;;;;9;1;1;1;3;;1;;;;;;;;;;14;1;;;;9;;4;3;3;1;1;;;1;1;7;;;;6;;;5;2;1;1;1;;;;;;;;;;;;21;;1;2;;2;5;;2;;;;;;;;;;1;1;;;;3;;1;2;;1;;;;2;1;1;;;;1;1;1;;;;;;;;;;1;;;1;4;3;;1;;1;1;;4;4;;;;5;;4;4;;;;222
36914-5490;20120202;insucesso;;;;;23;;;;;;;;4;1;3;;;;;;;;;;7;;2;;;;2;2;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;10;2;;;1;;;;;;2;2;;;2;;10;1;1;;8;;;;;;1;1;;;;;;;1;;;;;36;;;2;;1;17;;2;1;5;;3;2;2;2;1;1;1;1;;;;4;1;;4;;;;;;4;;;;;;;;;;;;;;;;;;;;;;2;;;1;1;2;1;2;2;2;;;;4;2;2;2;;;;202
36992-5384;20120202;SUCESSO;1;1;;;28;;;;1;;;;5;1;3;;1;1;1;1;1;;;;10;;4;1;;1;;;;;;;;1;1;1;;2;2;;1;1;9;;;;1;;;;2;1;1;1;;1;;;12;1;;;;2;;2;1;1;4;2;1;;;;15;2;1;2;9;1;;2;2;1;2;2;1;2;2;;;;;1;;1;;29;;2;1;;1;11;;;;3;;1;;;;;;1;1;1;;;5;;;5;;2;1;;;17;1;1;;;;2;1;1;1;1;1;;;;;;;1;1;1;;;;;;;;;;1;1;;;;1;;1;1;;;;256
37121-6401;20130102;SUCESSO;3;1;2;2;91;2;;;10;1;;;31;3;28;13;3;3;;;;;;;13;;7;;;;3;2;;;4;;;2;;;;;;;2;2;17;;;;4;;5;;;;;;3;;;;39;15;7;6;1;6;;5;;;;;;;;1;39;5;;1;33;13;6;5;5;;;;;;;;;;1;1;;1;;29;;2;;;;12;;;;4;;1;1;1;;1;1;2;1;1;;;13;;;7;;3;3;;;25;2;;;1;;9;1;;4;1;;1;1;1;;2;;3;1;1;2;10;2;2;2;;;;;;;19;13;3;3;2;;;1;;;641
37574-5489;20120202;insucesso;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
37609-5489;20120202;SUCESSO;1;;;;20;1;;1;2;;;;3;;1;;;;;;2;;;;8;;3;1;1;1;1;;;;;;;;;;;1;1;;2;1;2;;;;;;;;1;1;1;;;;;;4;2;1;;;;;;;;;;;;;;5;;;;3;1;;;;;;;;2;1;;;;;;;;;10;;;1;;1;5;;1;;3;;3;3;2;;2;2;3;3;;;;6;;;4;;;;;;7;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;;1;;;;1;;;136
37663-5490;20120202;insucesso;;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
38021-5489;20120202;SUCESSO;1;;1;1;13;4;;2;1;;1;;2;;;;;;;;;;;;5;;2;;;;1;1;;;;;;1;;;;;;;;;4;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;2;;;;;15;1;;2;;;3;;;;1;;;;;;;;1;1;;;;4;;;3;;;;;;11;2;;;1;1;3;2;;;;;;;;;1;;1;;;1;3;1;2;;;1;;;;;;;;1;1;;;;;;111
38165-5384;20120202;insucesso;;;;;5;2;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;1;1;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;1;1;;;;;;25
38975-5384;20120202;SUCESSO;1;;1;1;33;1;;;1;;1;;1;;1;;;;;;;;;;8;;2;;;;;;;;;;;3;;;;;;;;;6;1;1;1;1;;;;1;;;;;1;;;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;30;;;;;;10;;;;5;;2;2;;;1;1;1;1;1;;;3;;;3;;3;2;;;6;1;1;;;;6;1;1;4;1;1;2;1;1;;;;1;;;1;;;;;;1;;1;;;2;;;6;1;;;1;;;174
38994-5384;20120202;insucesso;1;;1;;22;2;;;2;;;;7;2;2;;1;;;;1;;;;6;1;1;;;;;;;;1;;;2;;;;1;1;;1;1;4;;;;;;1;1;;;;;2;1;;1;5;1;;;;1;;1;;;3;1;;1;;2;10;6;1;4;5;1;;1;1;;2;;;2;1;3;;;2;3;2;2;;8;;;1;1;1;2;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;5;1;2;;;1;;;;;22;13;6;3;1;;;2;1;;201
39056-6401;20130102;insucesso;1;;1;1;32;4;;;5;1;4;1;1;;1;;;;;;;;1;;10;1;3;1;;1;;;;;1;;;;;;;;;;;;11;1;1;1;5;;1;3;;;;;;7;4;3;6;3;;;1;;;;;;3;2;;;;;6;1;;1;6;3;;;;;2;1;;;;;;;;1;;;;25;;1;2;;2;6;;1;1;3;;2;1;;;1;;2;1;1;1;2;5;2;1;2;1;2;1;1;;5;1;;;;;4;;;2;;;2;;1;1;3;2;1;;;1;2;1;;;;;;;1;1;;;;1;1;1;1;;;;242
39065-5384;20120202;insucesso;1;;1;1;8;1;;1;2;;1;;1;;1;;1;;;;;;;;2;;1;1;;;;;;;;;;;;;;;;;;;5;1;1;1;1;;3;1;;;;;1;2;;1;3;;;;;2;;1;1;;;;;2;;1;4;;;;2;;;2;1;1;;;;;;;1;;1;2;1;;;8;1;1;1;;1;3;;1;1;3;;2;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;1;1;1;;1;1;;;;1;1;;3;;;;1;;;105
39095-5384;20120202;insucesso;1;;1;;34;1;;;6;4;;;4;;3;;;;;;;;;;11;1;1;;;;1;1;;;;;;;;;;;;;;;9;1;1;;5;1;;;;;;;;;;;4;3;;;1;1;;1;;;3;2;;;;;7;3;;;4;2;;1;1;;3;2;;;;;;;;;;;;16;;;2;;2;5;;1;1;2;;1;1;;;2;1;4;3;1;;;6;1;;5;1;2;;;;7;3;2;;;;2;1;1;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;199
39095-6400;20130102;insucesso;1;;1;1;28;5;;1;2;1;;;7;2;4;;;;;;;;;;9;;5;;;;;;;;;;;1;1;;;;;;;;3;1;1;1;1;1;1;;;;;;;;;;9;1;;;;;;;;;;;;;;1;14;4;;2;8;;;;;;;;;;;;;;;;;;;20;;1;2;1;;8;;2;;1;;;;;;;;;;;;;1;;;1;;;;;;4;;;;;;1;;;;;;;;;;;;1;;;1;1;;;1;;;;;1;1;;;;1;;1;1;;;;168
39383-6401;20130102;SUCESSO;1;1;;;25;1;;1;3;;;;3;;2;;2;1;;;;;;;9;1;2;2;;1;;;;;;;;2;1;1;;;;;1;1;10;;;;;;;;1;1;1;1;;;;;31;;;;;26;;23;18;14;4;2;;;;;14;1;;;11;;;10;8;6;1;;;1;;;1;1;;1;;;;28;;1;3;;2;7;;;;3;;;;;;;;2;1;1;;;6;;;5;;3;2;1;1;7;2;1;;;;3;1;;2;;;1;;1;;;;1;1;1;;;;;;;;;;3;3;;;;7;;3;3;;;;354
39429-6400;20130102;insucesso;1;;1;1;25;1;;;4;;2;;7;;3;;;;;;3;;;;9;;2;1;1;;;;;;;;;;;;;1;1;;;;7;;;;;;2;;4;;;;;3;;;23;1;;;;10;;7;3;;2;2;;;;;14;;;;9;;;6;4;3;2;2;;3;1;1;3;2;;2;1;1;1;25;2;2;2;;2;13;;2;2;4;;3;2;2;1;1;;2;1;1;;;4;;1;3;;3;;;;6;2;1;;;;5;2;1;;;;;;;;;;1;;;1;;;;;;1;;1;;;;;;1;;;;;;;282
39460-6401;20130102;SUCESSO;1;;1;1;9;;;;3;;;;;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;;;;;;5;;;;;;1;;;;;;;;;;2;;;;;;;;;;2;1;1;;;;3;;;;2;;;;;;2;1;1;;;;1;;;;;;;10;;1;1;;;3;;;;1;;;;;;1;;2;;;;;4;;2;2;;1;1;;;3;1;1;;;;2;1;1;2;1;1;1;1;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;89
39676-6030;20130101;SUCESSO;1;1;;;51;1;;;7;2;2;;18;;9;3;2;;;;1;1;;;7;;5;2;1;2;1;1;;;1;;;2;2;2;;3;2;;10;9;10;;;;2;;1;;;;;;1;3;;;29;8;3;2;1;11;3;5;1;;6;2;;;;2;33;5;;1;20;3;;6;2;;;;;4;2;;3;2;2;3;;2;;32;1;1;7;;4;14;;4;;6;3;1;1;;;3;2;7;6;4;;;13;;2;8;1;4;1;1;1;15;4;2;;;;7;3;2;4;2;1;4;2;2;;5;;1;1;1;;9;1;;3;;;;;8;6;2;;;13;1;6;5;1;3;;568
39719-6401;20130102;SUCESSO;1;1;;;40;;;;11;2;;;2;;1;;1;1;;;;;;;8;1;2;1;1;1;2;1;;;;;;2;1;1;;;;;;;19;;;;6;;1;;;;;;;;;;7;1;;;1;2;;2;2;2;;;;;;3;6;;;;4;1;;2;2;2;;;;;;;;;1;;;;;18;1;1;2;;1;3;;;;1;;1;1;1;;1;;3;;;;;6;;1;3;;;;;;12;1;1;;;;1;1;1;1;1;1;1;1;;;;;1;1;1;;5;1;;;;;;;5;5;19;3;2;6;;5;5;1;3;;274
39722-6401;20130102;insucesso;;;;;18;;;;3;;;;1;;1;;1;;;;;;;;8;;6;4;4;1;2;1;1;;;;;;;;;;;;;;4;;;;;;;;2;;;;;1;;1;3;;;;;2;;;;;;;;;;;5;;;;3;;;2;;;;;;;;;1;;;;;;;17;1;1;3;;1;12;1;3;1;8;;8;5;2;;2;2;6;5;5;5;;11;2;;8;;8;6;6;3;11;4;2;1;1;;11;4;2;8;4;;7;4;3;3;1;;;;;;;;;;;;;;;;;;;1;;;;;;;274
39869-6400;20130102;insucesso;1;;1;;35;1;;;;;2;;11;;8;;3;;;;1;;;;15;;5;;;1;;;;;;;;;;;;2;2;2;;;3;1;1;;;;2;;1;;;;;2;1;;19;1;;;;6;;2;;;1;;;;2;;20;2;;1;13;1;;5;2;;1;;;3;1;;;;3;;;;;38;;1;3;;1;14;;2;;3;;;;;;;;2;2;2;1;1;5;;;5;;3;2;2;1;14;1;1;;;;5;1;1;3;1;;2;1;1;;;;1;;;;10;2;;1;1;;;;;;1;;;1;;;;1;;;321
39904-6030;20130101;insucesso;1;1;;;66;7;;;7;3;1;1;4;;1;;;;;;;;3;1;14;1;5;4;2;;;;;;6;9;;;;;2;;;;;;9;;;;6;1;1;1;;1;1;1;;2;2;1;5;2;;;;1;;;;;2;1;;;;;10;5;;2;3;;;;;;2;1;;1;;;1;1;;6;3;3;1;24;3;;4;3;1;12;;2;1;10;;6;3;3;;3;3;3;3;2;2;3;4;1;;4;;3;3;2;2;4;3;1;1;;;3;3;1;3;3;;2;2;2;1;;;1;1;1;;18;9;;1;3;11;8;1;;;14;;;5;3;;;1;5;3;439
39905-6400;20130102;insucesso;;;;;9;;;;;;;;1;;1;;1;;;;;;;;5;;3;1;;1;1;;;;;;;1;1;;;1;1;;;;3;;;;;;;;1;;;;;;;;2;;;;;1;;1;;;1;;;;;;2;;;;1;;;1;1;;;;;;;;;;1;;;;;10;;;;;;4;;;;2;;1;1;1;1;2;2;3;3;3;3;;4;;1;4;;3;3;2;1;4;1;1;1;;;3;1;1;3;;;2;;1;1;1;1;;;;;1;;;1;;;;;1;1;;;;1;;1;1;;;;124
39946-6401;20130102;SUCESSO;2;1;1;1;390;47;;7;14;7;2;;85;18;59;21;;;23;17;3;;;;42;1;17;6;2;1;6;5;5;3;6;19;9;4;1;;;8;7;;9;9;18;1;1;1;10;;;;;1;1;1;5;4;;;92;34;6;4;1;;;;;;41;32;20;;;5;120;38;8;3;82;27;6;;;;39;30;20;4;3;;1;1;2;6;;4;;75;11;1;4;;2;29;;3;;14;2;7;1;1;;4;4;5;4;3;;;16;;1;14;2;13;10;9;3;22;10;6;;;;18;8;4;10;4;3;9;4;3;;3;;2;1;1;1;20;8;5;;;20;4;10;3;3;18;3;;7;1;3;3;;9;;1994
39948-6400;20130102;insucesso;;;;;7;1;;1;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;6;;;;;;1;;;;1;;;;;;;;;;;;;1;;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28
